utterance,response,response_time,speaker,responder,utterance_time,start_time,error,age,past_tense,plural,overlap,source_file
 this is the couch, yeah,0.0,CHI,RYA,2.36200000000008,545.151,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 yeah, uhoh their van's gonna fall Ben,-0.5639999999999645,RYA,MOT,0.5639999999999645,547.513,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 uhoh their van's gonna fall Ben, you better catch it,0.0,MOT,MOT,1.5459999999999354,547.513,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 you better catch it, this has a hm,10.0,MOT,CHI,0.8970000000000482,549.059,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 this has a hm, xxx,0.0,CHI,CHI,2.19399999999996,559.956,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 xxx, don't see the puppies there or not in there,0.0,CHI,CHI,3.4260000000000446,562.15,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 don't see the puppies there or not in there, they're not in there,0.0,CHI,RYA,4.620999999999981,565.576,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 they're not in there, no the puppy's not in there,0.0,RYA,CHI,0.8139999999999645,570.197,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 no the puppy's not in there, puppy,0.0,CHI,RYA,2.27800000000002,571.011,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 puppy, no it's not,0.0,RYA,CHI,0.6480000000000246,573.289,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 no it's not, it's not in there huh,0.0,CHI,RYA,3.5090000000000146,573.937,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 it's not in there huh, it's not in there,0.0,RYA,CHI,1.0629999999999882,577.446,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 it's not in there, where where could the puppy be,0.0,CHI,RYA,1.9279999999999973,578.509,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 where where could the puppy be, hm yeah where is hm,0.0,RYA,CHI,1.7129999999999654,580.437,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 hm yeah where is hm, hm,0.0,CHI,RYA,4.305000000000064,582.15,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 hm, it's in there,0.0,RYA,CHI,1.0809999999999036,586.455,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 it's in there, wanna go find it,0.0,CHI,RYA,1.8450000000000273,587.536,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 wanna go find it, how do you how do you know it's in there,-2.61099999999999,RYA,MOT,2.61099999999999,589.381,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 how do you how do you know it's in there, I don't know it's the puppy,0.0,MOT,CHI,3.1090000000000373,589.381,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 I don't know it's the puppy, the puppy's in there,0.0,CHI,CHI,1.7959999999999354,592.49,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 the puppy's in there, okay,0.0,CHI,MOT,2.094000000000051,594.286,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 okay, see,0.0,MOT,CHI,0.8990000000000009,596.38,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 see, go check it out,0.0,CHI,MOT,0.8310000000000173,597.279,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 go check it out, wanna go find him,-0.7799999999999727,MOT,RYA,0.7799999999999727,598.11,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 wanna go find him, this is the where the babies goes,0.0,RYA,CHI,0.8969999999999345,598.11,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 this is the where the babies goes, yes that's a carriage right,0.0,CHI,RYA,12.270000000000095,599.007,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 yes that's a carriage right, yeah,0.0,RYA,CHI,1.9779999999999518,611.277,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 yeah, where the baby goes,-0.7319999999999709,CHI,RYA,0.7319999999999709,613.255,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 where the baby goes, yeah,0.0,RYA,CHI,1.3310000000000173,613.255,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 yeah, the fl slide this is the flide slide,0.0,CHI,CHI,0.8629999999999427,614.586,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 the fl slide this is the flide slide, yeah slide,0.0,CHI,RYA,3.4260000000000446,615.449,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 yeah slide, yeah that's the,0.0,RYA,CHI,1.1639999999999873,618.875,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 yeah that's the, who's gonna go down the slide,0.0,CHI,MOT,2.576000000000022,620.039,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 who's gonna go down the slide, this guy,0.0,MOT,CHI,1.2490000000000236,622.615,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 this guy, wow a slide in the house they're pretty lucky,0.0,CHI,MOT,1.7129999999999654,623.864,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 wow a slide in the house they're pretty lucky, how cool,0.0,MOT,RYA,2.9260000000000446,625.577,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 how cool, this guy gonna go,0.0,RYA,CHI,1.7959999999999354,628.503,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 this guy gonna go, he's gonna go down the slide,0.0,CHI,RYA,3.157000000000039,630.299,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 he's gonna go down the slide, whoa,0.0,RYA,CHI,2.627999999999929,633.456,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 whoa, whoa,0.0,CHI,RYA,1.9790000000000418,636.084,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 whoa, he fell right out of the house,4.0,RYA,MOT,0.5650000000000546,638.063,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 he fell right out of the house, this guy a fly,0.0,MOT,CHI,1.5849999999999227,642.628,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 this guy a fly, I don't think he's a little big for that carriage,0.0,CHI,MOT,5.370999999999981,644.213,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 I don't think he's a little big for that carriage, he's got it,0.0,MOT,CHI,2.4440000000000737,649.584,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 he's got it, how come he's flyin,0.0,CHI,MOT,3.175999999999931,652.028,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 how come he's flyin, this one falls,3.0,MOT,CHI,3.1580000000000155,655.204,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 this one falls, oh look look at this guy was flyin,0.0,CHI,CHI,2.9340000000000828,661.362,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 oh look look at this guy was flyin, he was flyin,0.0,CHI,RYA,16.34299999999996,664.296,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 he was flyin, yeah,0.0,RYA,CHI,1.2469999999999573,680.639,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 yeah, he was flyin in the there,0.0,CHI,CHI,1.0300000000000864,681.886,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 he was flyin in the there, he was flyin in there,0.0,CHI,CHI,4.305999999999926,682.916,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 he was flyin in there, did you ever go flying,0.0,CHI,RYA,1.9629999999999654,687.222,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 did you ever go flying, yeah,0.0,RYA,CHI,1.629000000000019,689.185,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 yeah, when,0.0,CHI,RYA,0.8799999999999955,690.814,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 when, like Superman,0.0,RYA,CHI,0.7320000000000846,691.694,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 like Superman, like Superman,0.0,CHI,RYA,2.44399999999996,692.426,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 like Superman, did you ever fly in an airplane,0.0,RYA,RYA,1.1299999999999955,694.87,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 did you ever fly in an airplane, he's on the table,13.0,RYA,CHI,2.19399999999996,696.0,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 he's on the table, yeah,0.0,CHI,RYA,2.046000000000049,711.194,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 yeah, do you ever go to the play and go down slides,0.0,RYA,RYA,0.6000000000000227,713.24,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 do you ever go to the play and go down slides, yeah,0.0,RYA,CHI,9.158999999999992,713.84,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 yeah, tell me it,0.0,CHI,RYA,0.8149999999999409,722.999,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 tell me it, well there's the flide slide,0.0,RYA,CHI,1.2960000000000491,723.814,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 well there's the flide slide, that's the slide,0.0,CHI,RYA,2.36099999999999,725.11,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 that's the slide, he still got this,0.0,RYA,CHI,2.842999999999961,727.471,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 he still got this, oh okay xxx know where the girl is,26.0,CHI,CHI,3.6090000000000373,730.314,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 oh okay xxx know where the girl is, where is the girl,0.0,CHI,RYA,4.30499999999995,759.923,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 where is the girl, it's i it's in there,0.0,RYA,CHI,1.8960000000000719,764.228,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 it's i it's in there, let's go see,0.0,CHI,RYA,2.2609999999999673,766.124,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 let's go see, this is j where this,8.0,RYA,CHI,1.3139999999999645,768.385,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 this is j where this, yeah this is this,0.0,CHI,CHI,3.2870000000000346,777.699,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 yeah this is this, yeah it is,0.0,CHI,RYA,3.1760000000000446,780.986,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 yeah it is, yeah,0.0,RYA,CHI,0.8149999999999409,784.162,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 yeah, it's a jungle gym thing,0.0,CHI,RYA,0.7480000000000473,784.977,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 it's a jungle gym thing, yeah,0.0,RYA,CHI,2.0109999999999673,785.725,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 yeah, this is this table,0.0,CHI,CHI,1.4629999999999654,787.736,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 this is this table, mm hm,0.0,CHI,RYA,3.1760000000000446,789.199,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 mm hm, yeah that that's where it that,0.0,RYA,CHI,0.41600000000005366,792.375,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 yeah that that's where it that, you see this,0.0,CHI,CHI,4.055999999999926,792.791,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 you see this, yeah,0.0,CHI,RYA,2.2770000000000437,796.847,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 yeah, that's where this goes,0.0,RYA,CHI,0.5159999999999627,799.124,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 that's where this goes, this one this has a door in it,0.0,CHI,CHI,3.7240000000000464,799.64,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 this one this has a door in it, yeah,0.0,CHI,CHI,5.351999999999975,803.364,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 yeah, it has a door in it,0.0,CHI,RYA,1.1649999999999636,808.716,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 it has a door in it, yeah,0.0,RYA,CHI,0.8809999999999718,809.881,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 yeah, whose house is that,0.0,CHI,MOT,1.4630000000000791,810.762,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 whose house is that, that's where this,0.0,MOT,CHI,3.822999999999979,812.225,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 that's where this, that's for a puppy house,0.0,CHI,CHI,2.6119999999999663,816.048,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 that's for a puppy house, that's a big puppy house,0.0,CHI,MOT,4.38900000000001,818.66,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 that's a big puppy house, yeah,0.0,MOT,CHI,1.3799999999999955,823.049,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 yeah, yeah,-0.9619999999999891,CHI,RYA,0.9619999999999891,824.429,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 yeah, this is a puppy house,0.0,RYA,CHI,1.1470000000000482,824.429,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 this is a puppy house, yeah,0.0,CHI,CHI,4.472999999999956,825.576,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 yeah, what's he doin in there,0.0,CHI,MOT,1.0460000000000491,830.049,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 what's he doin in there, he's too big for that,0.0,MOT,MOT,3.9069999999999254,831.095,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 he's too big for that, what out there,0.0,MOT,CHI,1.1480000000000246,835.002,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 what out there, this this is a baby,0.0,CHI,CHI,4.322999999999979,836.15,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 this this is a baby, yeah,0.0,CHI,RYA,7.2970000000000255,840.473,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 yeah,,0.0,RYA,CHI,0.8970000000000482,847.77,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
, you take the baby for a walk in the stroller,3.0,CHI,MOT,3.991999999999962,848.667,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 you take the baby for a walk in the stroller, yeah,0.0,MOT,CHI,2.685000000000059,855.659,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 yeah, this guy's,0.0,CHI,CHI,0.9809999999999945,858.344,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 this guy's, that guy's,11.0,CHI,CHI,2.925999999999931,859.325,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 that guy's, that guy,0.0,CHI,RYA,1.7849999999999682,873.251,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 that guy, that that where the guy's pull it,0.0,RYA,CHI,1.02900000000011,875.036,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 that that where the guy's pull it, oh that's where he pulls it,0.0,CHI,RYA,2.19399999999996,876.065,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 oh that's where he pulls it, is he pullin or is he pushin,0.0,RYA,MOT,1.9629999999999654,878.259,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 is he pullin or is he pushin, did you ever ride in one of these Ben,18.0,MOT,RYA,4.38900000000001,880.222,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 did you ever ride in one of these Ben, yeah,0.0,RYA,CHI,2.2309999999999945,902.611,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 yeah, yeah like a baby,0.0,CHI,CHI,1.0639999999999645,904.842,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 yeah like a baby, like a baby,0.0,CHI,RYA,3.675000000000068,905.906,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 like a baby, yeah,0.0,RYA,CHI,1.0470000000000255,909.581,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 yeah, when did you ride in one of these,0.0,CHI,RYA,1.1299999999999955,910.628,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 when did you ride in one of these, because,0.0,RYA,CHI,2.1119999999999663,911.758,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 because, when you we did you ride in one when you were a baby,0.0,CHI,RYA,1.0639999999999645,913.87,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 when you we did you ride in one when you were a baby, yeah,0.0,RYA,CHI,4.05600000000004,914.934,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 yeah, you're not a baby anymore though right,0.0,CHI,RYA,0.8969999999999345,918.99,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 you're not a baby anymore though right, we it depends on the day,0.0,RYA,MOT,3.9080000000000155,919.887,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 we it depends on the day, he xxx,17.0,MOT,CHI,4.573000000000093,923.795,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 he xxx, what was he doin,0.0,CHI,MOT,4.759999999999991,945.368,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 what was he doin, how come he can fly and I can't,8.0,MOT,RYA,2.44399999999996,950.128,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 how come he can fly and I can't, how come I can't fly Ben,0.0,RYA,RYA,2.6100000000000136,960.572,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 how come I can't fly Ben,,0.0,RYA,CHI,3.574999999999932,963.182,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
, why,0.0,CHI,RYA,0.9810000000001082,966.757,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 why, it's too complicated to answer,0.0,RYA,MOT,2.6089999999999236,967.738,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 it's too complicated to answer, I have one of those toys in my bag,0.0,MOT,CHI,4.854000000000042,970.347,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 I have one of those toys in my bag, you have a one of those toys in your bag,0.0,CHI,RYA,7.183999999999969,975.201,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 you have a one of those toys in your bag, yeah,0.0,RYA,CHI,2.576000000000022,982.385,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 yeah, could I see,0.0,CHI,RYA,0.9139999999999873,984.961,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 could I see, yeah,0.0,RYA,CHI,1.0299999999999727,985.875,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 yeah, see one of those toys in the bag,0.0,CHI,CHI,1.0819999999999936,986.905,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 see one of those toys in the bag, let's see,0.0,CHI,RYA,7.4640000000000555,987.987,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 let's see, Momma my toys,0.0,RYA,CHI,0.9629999999999654,995.451,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 Momma my toys, hey Superman's in here,0.0,CHI,CHI,2.8780000000000427,996.414,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 hey Superman's in here, look it its Superman,0.0,CHI,CHI,2.0109999999999673,999.292,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 look it its Superman, cool,0.0,CHI,RYA,1.7770000000000437,1001.303,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 cool, yeah,0.0,RYA,CHI,0.8969999999999345,1003.08,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 yeah, I got it,0.0,CHI,CHI,0.5660000000000309,1003.977,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 I got it, you must like Superman huh,0.0,CHI,RYA,1.7960000000000491,1004.543,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 you must like Superman huh, I make him fl fly like Superman,0.0,RYA,CHI,1.94399999999996,1006.339,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 I make him fl fly like Superman, he might stick to that table Ben,0.0,CHI,MOT,3.7409999999999854,1008.283,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 he might stick to that table Ben, yeah,0.0,MOT,CHI,1.2480000000000473,1012.024,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 yeah, oh it's a magnet,0.0,CHI,RYA,0.8629999999999427,1013.272,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 oh it's a magnet, look at that look,0.0,RYA,MOT,3.907000000000039,1014.135,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 look at that look, that's not a mag,0.0,MOT,CHI,0.9809999999999945,1018.042,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 that's not a mag, yeah that's Superman,0.0,CHI,CHI,2.1949999999999363,1019.023,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 yeah that's Superman, yeah don't forget him,0.0,CHI,RYA,2.9260000000000446,1021.218,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
 yeah don't forget him, this is Superman,0.0,RYA,CHI,2.3599999999999,1024.144,False,['P2Y08M04D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020804.xml
