utterance,response,response_time,speaker,responder,utterance_time,start_time,error,age,past_tense,plural,overlap,source_file
 no for you are, let me see,0,CHI,MOT,3.026,942.627,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 let me see, here's the bat wings,0,MOT,CHI,0.798,945.653,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 here's the bat wings, oh,0,CHI,JES,3.908,946.451,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 oh, wow,17,JES,JES,0.647,950.359,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 wow, what do we do with these guys,-0.897,JES,CHI,0.897,968.006,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 what do we do with these guys, which is more than twice her birth weight,0,CHI,MOT,2.194,968.006,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 which is more than twice her birth weight, what do we do with these,0,MOT,CHI,1.148,970.2,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 what do we do with these, let's play with these,0,CHI,CHI,1.944,971.348,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 let's play with these, yeah,0,CHI,MOT,1.713,973.292,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yeah, you wanna play with those,-0.648,MOT,JES,0.648,975.005,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you wanna play with those, well they're mine,0,JES,CHI,1.064,975.005,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 well they're mine, you put them on your fingers don't you,0,CHI,JES,1.73,976.069,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you put them on your fingers don't you, here put one on each finger,0,JES,JES,1.363,977.799,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 here put one on each finger, I will,0,JES,CHI,2.926,979.162,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 I will, do you wanna see what's goin on,0,CHI,MOT,2.195,982.088,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 do you wanna see what's goin on, and one of them fell off on Emma,39.3,MOT,MOT,1.629,984.283,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 and one of them fell off on Emma, we're friendly wend we're friendly wend we're friendly,0,MOT,CHI,2.194,1025.212,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 we're friendly wend we're friendly wend we're friendly, so you're gonna give these to the trick or treaters too,0,CHI,JES,8.047,1027.406,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 so you're gonna give these to the trick or treaters too, we have all sorts of things here to choose from,4,JES,MOT,1.796,1035.453,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 we have all sorts of things here to choose from, open those mom,-1.796,MOT,CHI,1.796,1041.249,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 open those mom, not that I can open them,0,CHI,MOT,1.796,1041.249,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 not that I can open them, here we can open all of these bags and put them in here so we can see all these things,0,MOT,MOT,1.963,1043.045,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 here we can open all of these bags and put them in here so we can see all these things, here's the raisins,0,MOT,CHI,4.055,1045.008,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 here's the raisins, all right,0,CHI,MOT,0.731,1049.063,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 all right, here they are,0,MOT,CHI,2.029,1049.794,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 here they are, oh is that your favorite,-1,CHI,JES,2.377,1051.823,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 oh is that your favorite, yeah,0,JES,CHI,2.194,1053.2,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yeah, yeah,0,CHI,JES,1.315,1055.394,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yeah, these are the ones that we got from these are very good,0,JES,CHI,0.398,1056.709,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 these are the ones that we got from these are very good, they are,0,CHI,JES,5.287,1057.107,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 they are, ooh,5,JES,JES,0.815,1062.394,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 ooh, and the crayons we got from Walmart is all of these,0,JES,CHI,1.629,1068.209,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 and the crayons we got from Walmart is all of these, Spiderman,0,CHI,MOT,4.174,1069.838,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 Spiderman, now did you get all the same stuff as you did last year to pass out or is this different stuff,0,MOT,JES,0.78,1074.012,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 now did you get all the same stuff as you did last year to pass out or is this different stuff, what,0,JES,CHI,3.176,1074.792,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 what, last year we just passed out raisins,0,CHI,MOT,0.648,1077.968,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 last year we just passed out raisins, more cool things this year,4,MOT,MOT,1.297,1078.616,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 more cool things this year, these are more things to put on the,0,MOT,CHI,1.546,1083.913,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 these are more things to put on the, and the ones glow in the dark,0,CHI,MOT,3.009,1085.459,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 and the ones glow in the dark, where did we see the bats,9.5,MOT,MOT,1.63,1088.468,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 where did we see the bats, you tell me,0,MOT,CHI,1.064,1099.598,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you tell me, oh,0,CHI,MOT,0.482,1100.662,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 oh, where were we this weekend with daddy,2.3,MOT,MOT,2.794,1101.144,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 where were we this weekend with daddy, you tell me,0,MOT,CHI,2.444,1106.238,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you tell me, you know you say you tell me very well,0,CHI,MOT,1.065,1108.682,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you know you say you tell me very well, I need open these,0,MOT,CHI,4.072,1109.747,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 I need open these, you want me to open them,0,CHI,JES,1.197,1113.819,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you want me to open them, yeah,0,JES,CHI,0.814,1115.016,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yeah, I can open them,-0.732,CHI,JES,0.732,1115.83,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 I can open them, where did you go with daddy,0,JES,JES,1.45,1115.83,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 where did you go with daddy, you tell me mom,0,JES,CHI,1.576,1117.28,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you tell me mom, it was somewhere we hafta stay xxx,0,CHI,MOT,2.094,1118.856,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 it was somewhere we hafta stay xxx, where did you go,0,MOT,JES,2.361,1120.95,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 where did you go, I want the these,0,JES,CHI,3.491,1123.311,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 I want the these, hm,0,CHI,JES,1.546,1126.802,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 hm, and it was a different we s overnight in a different place,0,JES,MOT,0.649,1128.348,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 and it was a different we s overnight in a different place, xxx,0,MOT,CHI,4.721,1128.997,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 xxx, all right all right,0,CHI,MOT,1.713,1133.718,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 all right all right, were were you there mom,0,MOT,CHI,1.862,1135.431,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 were were you there mom, I was there,0,CHI,MOT,2.194,1137.293,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 I was there, and it wasn't too long ago,5,MOT,MOT,0.815,1139.487,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 and it wasn't too long ago, where mom,0,MOT,CHI,2.277,1145.302,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 where mom, a,0,CHI,MOT,3.343,1147.579,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 a, you tell me,0,MOT,CHI,2.426,1150.922,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you tell me, we stayed we rode in an elevator,0,CHI,MOT,0.898,1153.348,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 we stayed we rode in an elevator, and,0,MOT,MOT,3.99,1154.246,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 and, and at the hotel,0,MOT,CHI,3.176,1158.236,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 and at the hotel, the hotel,0,CHI,JES,3.324,1161.412,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 the hotel, hotel,0,JES,CHI,0.982,1164.736,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 hotel, yeah,0,CHI,MOT,1.247,1165.718,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yeah, now why did how come you went to a hotel,-0.549,MOT,JES,0.549,1166.965,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 now why did how come you went to a hotel, because I was good,0,JES,CHI,2.194,1166.965,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 because I was good, because you were good,0,CHI,JES,3.442,1169.159,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 because you were good, yeah I thought it was because daddy hadta work,1,JES,MOT,0.982,1172.601,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yeah I thought it was because daddy hadta work, because daddy hadta wor,0,MOT,CHI,2.009,1174.583,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 because daddy hadta wor, oh and did you hafta go somewhere else somewhere far away,0,CHI,JES,2.46,1176.592,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 oh and did you hafta go somewhere else somewhere far away, no,0,JES,CHI,3.824,1179.052,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 no, no,0,CHI,JES,0.981,1182.876,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 no, we stayed and stayed,0,JES,CHI,0.482,1183.857,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 we stayed and stayed, you stayed,0,CHI,JES,1.546,1184.339,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you stayed, we stayed,-1.164,JES,CHI,1.164,1185.885,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 we stayed, stayed stayed,0,CHI,CHI,1.397,1185.885,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 stayed stayed, but where did we go for the hotel room,-1.13,CHI,MOT,1.13,1187.282,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 but where did we go for the hotel room, you tell me,0,MOT,CHI,2.444,1187.282,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you tell me, where was the hotel room,0,CHI,MOT,1.213,1189.726,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 where was the hotel room, you tell me,0,MOT,CHI,0.982,1190.939,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you tell me, far far far away,0,CHI,CHI,1.463,1191.921,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 far far far away, far far far away,0,CHI,MOT,2.759,1193.384,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 far far far away, it's away,0,MOT,CHI,0.981,1196.143,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 it's away, did you take a plane there,0,CHI,JES,1.38,1197.124,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 did you take a plane there, no,0,JES,CHI,1.213,1198.504,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 no, no,0,CHI,JES,1.629,1199.717,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 no, a car,-0.565,JES,CHI,0.565,1201.346,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 a car, not that oh so it's not too far,0,CHI,JES,0.914,1201.346,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 not that oh so it's not too far, no,0,JES,CHI,1.63,1202.26,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 no, did you drive,0,CHI,JES,1.446,1203.89,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 did you drive, yeah,0,JES,CHI,0.482,1205.336,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yeah, in our car,0,CHI,CHI,0.981,1205.818,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 in our car, our car,0,CHI,CHI,1.63,1206.799,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 our car, you drove in your car,0,CHI,JES,1.129,1208.429,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you drove in your car, how long did it take to get there in our car,0,JES,MOT,1.066,1209.558,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 how long did it take to get there in our car, you tell me mom,0,MOT,CHI,2.426,1210.624,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you tell me mom, well did it take a day,0,CHI,MOT,0.997,1213.05,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 well did it take a day, no,0,MOT,CHI,2.826,1214.047,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 no, did it take a minute,0,CHI,MOT,0.981,1216.873,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 did it take a minute, no,0,MOT,CHI,2.593,1217.854,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 no, did it take half a day,0,CHI,MOT,0.649,1220.447,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 did it take half a day, no don't put it there,0,MOT,CHI,3.84,1221.096,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 no don't put it there, oh okay,0,CHI,JES,3.159,1224.936,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 oh okay, do you think it took an hour to get there,4,JES,MOT,0.583,1228.095,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 do you think it took an hour to get there, we put all together,0,MOT,CHI,1.463,1232.678,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 we put all together, xxx the rest of these,0,CHI,JES,3.74,1234.141,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 xxx the rest of these, so what do you think people are gonna be dressed up as tonight,14,JES,JES,2.445,1237.881,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 so what do you think people are gonna be dressed up as tonight, pumpkins,0,JES,CHI,3.092,1254.326,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 pumpkins, pumpkins,0,CHI,JES,1.88,1257.418,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 pumpkins, yeah that,0,JES,CHI,0.88,1259.298,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yeah that, and what else,0,CHI,JES,0.731,1260.178,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 and what else, let's take a cra some crayons out to draw with,0,JES,CHI,2.063,1260.909,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 let's take a cra some crayons out to draw with, you can have a crayon or two to draw with cutie poo,0,CHI,MOT,8.178,1262.972,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you can have a crayon or two to draw with cutie poo, all them,0,MOT,CHI,3.342,1271.15,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 all them, all of them,0,CHI,MOT,0.416,1274.492,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 all of them, all the crayons xxx,0,MOT,CHI,2.044,1274.908,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 all the crayons xxx, you can have one of the one of the containers you can't have all of them,0,CHI,MOT,2.262,1276.952,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you can have one of the one of the containers you can't have all of them, oh,-0.001,MOT,CHI,3.009,1279.214,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 oh, so you're gonna pile everything together,0,CHI,MOT,1.148,1282.222,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 so you're gonna pile everything together, here let's throw everything else in this bag and open up other things if necessary,23,MOT,MOT,5.287,1283.37,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 here let's throw everything else in this bag and open up other things if necessary, let's open those other things,0,MOT,CHI,4.627,1311.657,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 let's open those other things, take them out,0,CHI,CHI,2.129,1316.284,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 take them out, let's take some of these out and then let's let's,0,CHI,CHI,1.38,1318.413,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 let's take some of these out and then let's let's, excuse me,0,CHI,MOT,5.12,1319.793,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 excuse me, what city were we in,12,MOT,MOT,2.343,1324.913,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 what city were we in, you tell me,0,MOT,CHI,1.331,1339.256,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you tell me, ah Erie sweetie bee,0,CHI,MOT,1.196,1340.587,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 ah Erie sweetie bee, Erie,0,MOT,CHI,2.278,1341.783,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 Erie, Erie,0,CHI,JES,0.5,1344.061,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 Erie, yeah,-0.963,JES,MOT,0.963,1344.561,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yeah, yeah,0,MOT,CHI,1.064,1344.561,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yeah, wow,0,CHI,JES,1.13,1345.625,FALSE,['P3Y03M14D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
